brand,title,stock_status,product_price,cash_discount_price,emi_price,processor,webcam,warranty,url
Chuwi,CHUWI LAPBOOK PRO 14.1 INCH Intel Gemini Lake N4100 8GB RAM 256GB SSD LAPTOP,Out Of Stock,,Not Available,Not Available,"Intel Gemini Lake N4100
4C4T, 1.10~2.40 GHz
","1MP camera
Video Recording / Video Chat
",01 Year Warranty,https://www.techlandbd.com/chuwi-lapbook-pro-intel-celeron-n4100-laptop
Asus,ASUS ZENBOOK 14 UX433FAC 14 INCH CORE I7 10TH GEN 8GB RAM 512GB SSD BACKLIT KEYBOARD IPS FHD Royal Blue (Glass) LAPTOP,Out Of Stock,,Not Available,Not Available,"Intel Core i7-10510U (8M Cache, 1.80 GHz Up to 4.90 GHz)Processor",HD camera,2 Years international Warranty ( Battery and Adapter 01 Year ),https://www.techlandbd.com/asus-zenbook-14-ux433fac-core-i7-laptop
Asus,Asus ZenBook Duo UX481FA 14 inch Core i5 10th Gen 8GB RAM 512GB SSD Backlit Keyboard IR Camera 4K OLED Dual Display Laptop,Out Of Stock,,Not Available,Not Available,Intel Core I5-10210U Processor,"IR Webcam With Windows Hello Support
","2 Years International Warranty (1 Year For Battery And Adapter)
",https://www.techlandbd.com/asus-zenbook-pro-duo-ux481fa-i5-laptop
Dell,Dell INSPIRON 13 5391 13.3 inch Core i7 10th Gen 8GB Ram 512GB SSD Backlit Key Laptop with Nvidia MX250 2GB GDDR5 Graphics,Out Of Stock,,Not Available,Not Available,"10th Generation Intel Core i7-10510U Processor (8MB Cache, up to 4.9 GHz)
","Integrated Widescreen HD (720p) Webcam with Dual Digital Microphone Array
",02 year (02 year for Battery and Adapter),https://www.techlandbd.com/inspiron-13-5391-dell-i7-10th-gen-laptop-with-mx250
Chuwi,Chuwi UBook 11.6 inch Touch Screen 8GB RAM 256GB SSD 2 in 1 Tablet & Notebook,Out Of Stock,,Not Available,Not Available,"Intel Celeron Processor N4100 (4M Cache, 1.10 GHz up to 2.40 GHz)","Front camera: 2.0MP
Back camera:5.0MP",01 Year Warranty,https://www.techlandbd.com/chuwi-ubook-2-in-1-tablet-and-notebook
Dell,Dell INSPIRON 14 2 iN 1 5491 14 inch Core i3 10th Gen 4GB Ram 256GB SSD Backlit Key Full HD TOUCH Laptop with With Dell Active PEN,Out Of Stock,,Not Available,Not Available,"Intel Core i3-10110U Processor
(4M Cache, up to 4.10 GHz)",Integrated widescreen HD (720p),2 Year International Warranty (Battery & Adapter 02 Year),https://www.techlandbd.com/dell-2-in-1-5491-14-inch-i3-10th-gen-laptop
Dell,Dell INSPIRON 14 2 iN 1 5491 14 inch Core I7 10th Gen 8GB Ram 256GB SSD Backlit Key Full HD TOUCH Laptop with With Dell Active PEN,Out Of Stock,,Not Available,Not Available,"Intel Core i7-10510U Processor
(8M Cache, up to 4.90 GHz)",Integrated widescreen HD (720p),2 Year International Warranty (Battery & Adapter 02 Year),https://www.techlandbd.com/dell-2-in-1-5491-14-inch-i7-10th-gen-laptop
Dell,Dell INSPIRON 14 2 iN 1 5491 14 inch Core I5 10th Gen 8GB Ram 256GB SSD Backlit Key Full HD TOUCH Laptop with NVIDIA MX230 4GB GDDR5 Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i5-10210U Processor
(6M Cache, up to 4.10 GHz)",Integrated widescreen HD (720p),2 Year International Warranty (Battery & Adapter 02 Year),https://www.techlandbd.com/dell-2-in-1-5491-14-inch-i5-10th-gen-laptop-with-mx230
Dell,Dell INSPIRON 14 2 iN 1 5491 14 inch Core I7 10th Gen 8GB Ram 256GB SSD Backlit Key Full HD TOUCH Laptop with NVIDIA MX230 2GB GDDR5 vRAM,Out Of Stock,,Not Available,Not Available,"Intel Core i7-10510U Processor
(8M Cache, up to 4.90 GHz)",Integrated widescreen HD (720p),2 Year International Warranty (Battery & Adapter 02 Year),https://www.techlandbd.com/dell-2-in-1-5491-14-inch-i7-10th-gen-laptop-with-mx230
Dell,Dell INSPIRON 14 5490 14 inch Core i5 10th Gen 8GB RAM 256GB SSD Backlit Key Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i5-10210U Processor
(6M Cache, up to 4.10 GHz)","Integrated Widescreen HD (720p) Webcam with Dual Digital Microphone Array
",2 Year International Warranty (Battery & Adapter 02 Year),https://www.techlandbd.com/dell-5490-14-inch-i5-10th-gen-laptop
Dell,Dell Inspiron 14 3480 14 Inch Intel Celeron Dual Core 4GB RAM 500GB HDD Laptop #Platinum Silver,Out Of Stock,,Not Available,Not Available,"Intel Celeron Processor 4205U (2M Cache, 1.80 GHz)",,2 Year International Warranty (Battery & Adapter 01 Year),https://www.techlandbd.com/dell-inspiron-14-3480-celeron-dual-core-laptop
Dell,Dell Inspiron 14 3480 14 Inch Celeron Dual Core 4GB RAM 500GB HDD Notebook Laptop #LOKIN315WHL20013101B-2Y,Out Of Stock,,Not Available,Not Available,"Intel Celeron 4205U ( 1.80GHz, 2MB Cache,",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,2 year (2 years for Battery and Adapter),https://www.techlandbd.com/dell-inspiron-14-3480-laptop-price-in-bd
Chuwi,Chuwi UBook Pro 12.3 inch Touch Screen 8GB Ram 256GB SSD 2 in 1 Tablet & Notebook,Out Of Stock,,Not Available,Not Available,"Intel Core m3-8100Y Processor (4M Cache, 1.10 GHz up to 3.40 GHz)","5MP Rear Camera
2MP Front Camera
Video Recording / Video Chat",01 Year Warranty,https://www.techlandbd.com/chuwi-ubook-pro-2-in-1-tablet-and-notebook
Dell,Dell INSPIRON 14 2 iN 1 5491 14 inch Core I5 10th Gen 8GB Ram 256GB SSD Backlit Key Full HD TOUCH Laptop with With Dell Active PEN,Out Of Stock,,Not Available,Not Available,"Intel Core i5-10210U Processor
(6M Cache, up to 4.10 GHz)",Integrated widescreen HD (720p),2 Year International Warranty (Battery & Adapter 02 Year),https://www.techlandbd.com/dell-2-in-1-5491-14-inch-i5-10th-gen-laptop
Dell,Dell INSPIRON 14 5490 14 inch Core i5 10th Gen 8GB RAM 256GB SSD Backlit Key Laptop with NVIDIA MX230 2GB GDDR5 Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i5-10210U Processor
(6M Cache, up to 4.10 GHz)","Integrated Widescreen HD (720p) Webcam with Dual Digital Microphone Array
",2 Year International Warranty (Battery & Adapter 02 Year),https://www.techlandbd.com/dell-5490-14-inch-i5-10th-gen-laptop-with-mx230
Dell,Dell Inspiron 15 3580 15.6 Inch Celeron Dual Core 4GB RAM 500GB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Celeron 4205U ( 1.80GHz, 2MB Cache,)",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,2 year (2 years for Battery and Adapter),https://www.techlandbd.com/dell-inspiron-15-3580-laptop-price-in-bd
Dell,Dell Inspiron 14-3473 14 inch Celeron Dual Core 4GB Ram 500GB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel® Celeron® N4000 Processor (4M Cache,1.10 GHz up to 2.60 GHz)",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,02 years,https://www.techlandbd.com/dell-inspiron-15-3473-celeron-dual-core-laptop
Dell,DELL INSPIRON 14-3480 14 inch Pentium Gold 4GB RAM 500 GB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel® Pentium® Gold 5405U Processor
(2M Cache, 2.30 GHz)",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,2 year (2 years for Battery and Adapter),https://www.techlandbd.com/dell-inspiron-14-3480-pdc-silver-laptop
Dell,Dell Inspiron 14 7420 14 Inch Full HD Touch Display Core i7 12th Gen 16GB RAM 512GB SSD 2 In 1 Laptop with MX550 2GB Graphics,Out Of Stock,,Not Available,Not Available,"12th Gen Intel Core i7-1255U (12 MB cache, 10 cores, 12 threads, up to 4.70 GHz Turbo)
","1080p at 30 fps, FHD camera
",2 Year International Warranty (Battery & Adapter 02 Year),https://www.techlandbd.com/dell-inspiron-14-7420-core-i7-2-in-1-laptop
Dell,DELL INSPIRON 14-3480 14 inch Pentium Gold 4GB RAM 500 GB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel® Pentium® Gold 5405U Processor
(2M Cache, 2.30 GHz)",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,2 year (2 years for Battery and Adapter),https://www.techlandbd.com/dell-inspiron-14-3480-pdc-laptop-price-in-bd
Dell,DELL INSPIRON 15-3580 15.6 inch Pentium Gold 4GB RAM 500 GB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel® Pentium® Gold 5405U Processor
(2M Cache, 2.30 GHz)",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,2 year (2 years for Battery and Adapter),https://www.techlandbd.com/dell-inspiron-15-3580-laptop-sparkling-white
Dell,Dell INSPIRON 14 5490 14 inch Core i7 10th Gen 8GB RAM 256GB SSD Backlit Key Laptop with NVIDIA MX230 2GB GDDR5 Graphics,Out Of Stock,,Not Available,Not Available,"Intel® Core™ i7-10510U Processor
(8M Cache, up to 4.90 GHz)","Integrated Widescreen HD (720p) Webcam with Dual Digital Microphone Array
",2 Year International Warranty (Battery & Adapter 02 Year),https://www.techlandbd.com/dell-5490-14-inch-i7-10th-gen-laptop-with-mx230
Dell,Dell INSPIRON 15-5593 15.6-inch Core i5 10th Gen 8GB Ram 512GB SSD Backlit Key Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1035G1 Processor
(6M Cache, up to 3.60 GHz)",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,2 year (2 years for Battery and Adapter),https://www.techlandbd.com/dell-inspiron-15-5593-i5-silver-laptop
Dell,Dell INSPIRON 15-5593 15.6 inch Core i5 10th Gen 8GB Ram 512GB SSD Backlit Key Laptop with NVIDIA GeForce MX230 with 2GB GDDR5 Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1035G1 Processor
(6M Cache, up to 3.60 GHz)",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,2 year (2 years for Battery and Adapter),https://www.techlandbd.com/dell-inspiron-15-5593-mx230-i5-10th-gen-laptop-price
Dell,Dell Vostro 15-3590 15.6 inch FHD Core i3 10th Gen 4GB RAM 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i3-10110U Processor (4M Cache, 2.10 GHz up to 4.10 GHz)",,3 Year International Warranty (Battery & Adapter 01 Year),https://www.techlandbd.com/dell-vostro-15-3590-i3-laptop
Dell,Dell Vostro 14-3401 14 inch HD Display Core i3 10th Gen 4GB RAM 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available, Intel Core i3 1005G1 (1.20GHz-3.40GHz,HD,3 year (2 year for Battery and Adapter),https://www.techlandbd.com/dell-vostro-14-3401-core-i3-Laptop
Dell,Dell Vostro 15 3500 15.6 inch Full HD Display Core i5 11th Gen 8GB RAM 1TB HDD Laptop (Silver),Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 Processor (8MB Cache, 2.40 GHz up to 4.20 GHz)
","1280x720 Intergrated HD Webcam
",3 years,https://www.techlandbd.com/dell-vostro-15-3500-i5-laptop-silver
Dell,Dell Vostro 15 3500 15.6 inch Full HD Display Core i5 11th Gen 8GB RAM 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 Processor (8MB Cache, 2.40 GHz up to 4.20 GHz)
","1280x720 Intergrated HD Webcam
",3 years,https://www.techlandbd.com/dell-vostro-15-3500-i5-laptop
Dell,Dell Vostro 5490 14 inch Core i7 10th Gen 8GB RAM 512GB SSD Laptop With NVIDIA MX250 2GB Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i7-10510U Processor (8M Cache, 1.80GHz up to 4.90GHz)",,3 Year International Warranty (Battery & Adapter 01 Year),https://www.techlandbd.com/dell-vostro-5490-core-i7-laptop
Dell,DELL XPS 13 7390 13 INCH 4K UHD CORE I7 10TH GEN 16GB 512 GB SSD BACKLIT KEYBOARD TOUCHSCREEN Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i7-10510U Processor
(8M Cache, up to 4.90 GHz)","Integrated widescreen HD (720p)
",2 Year International Warranty (Battery & Adapter 02 Year),https://www.techlandbd.com/dell-xps-13-7390-core-i7-10th-gen-16gb-4k-laptop-gold
Dell,Dell Vostro 14-3490 14 inch FHD Core i3 10th Gen 4GB RAM 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i3-10110U Processor (4M Cache, 2.10 GHz up to 4.10 GHz)",,3 Year International Warranty (Battery & Adapter 01 Year),https://www.techlandbd.com/dell-vostro-14-3490-i3-laptop
HP,HP 14-ck2005TU 14 inch Core i3 10th Gen 4GB Ram 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i3-10110U (2.1 GHz base frequency, up to 4.1 GHz base with Intel Turbo Boost Technology, 4 MB cache, 2 cores)",HP TrueVision HD Camera with integrated digital microphone,2 Year International Warranty (Battery & Adapter 01 Year),https://www.techlandbd.com/hp-14-ck2005tu-10th-gen-laptop
Dell,DELL XPS 13 7390 13 INCH 4K UHD CORE I7 10TH GEN 16GB 512 GB SSD BACKLIT KEYBOARD TOUCHSCREEN Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i7-10510U Processor
(8M Cache, up to 4.90 GHz)","Integrated widescreen HD (720p)
",2 Year International Warranty (Battery & Adapter 02 Year),https://www.techlandbd.com/dell-xps-13-7390-core-i7-10th-gen-16gb-4k-laptop
Dell,DELL XPS 13 7390 13 inch 4K UHD CORE I7 10TH GEN 16GB 512 GB SSD Backlit keyboard Touchscreen Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i7-10510U Processor
(8M Cache, up to 4.90 GHz)","Integrated widescreen HD (720p)
",2 Year International Warranty (Battery & Adapter 02 Year),https://www.techlandbd.com/dell-xps-13-7390-core-i7-10th-gen-16gb-4k-laptop-white
HP,HP 15s du1096tu 15.6-inch Full HD Display Core i5 10th Gen 8GB RAM 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i5-10210U (1.6 GHz base frequency, up to 4.20 GHz with Intel Turbo Boost Technology, 6 MB cache, 4 cores)",HP Wide Vision HD Camera with integrated dual array digital microphone,"2 year (Battery, Adapter 1 year)",https://www.techlandbd.com/hp-15s-du1096tu-laptop
HP,HP ELITEBOOK X360 830 G7 13.3-INCH FULL HD DISPLAY CORE I5 10TH GEN 8GB RAM 512GB SSD MULTI-TOUCH 2-IN-1 LAPTOP,Out Of Stock,,Not Available,Not Available,"Intel Core i5-10210U Processor (6M Cache, 1.60 GHz up to 4.20 GHz)",HP Wide Vision HD Camera with integrated dual array digital microphone,2 Years International Warranty (Battery & Adapter 01 Year),https://www.techlandbd.com/hp-elitebook-x360-830-g7-i5-touch-laptop
HP,HP 15s-eq1012au 15.6-inch Full HD Display Ryzen 3 3250U 4GB RAM 256GB SSD Laptop,Out Of Stock,,Not Available,Not Available,"AMD Ryzen 3 3250U (2.6 GHz base clock, up to 3.5 GHz max boost clock, 1 MB L2 cache, 2 cores)
","HP TrueVision HD Camera with integrated dual array digital microphone
","2 year international warranty (Battery and Adapter 1 year of warranty)
",https://www.techlandbd.com/hp-15s-eq1012au-ryzen-3-laptop
HP,HP 14s-cf3033TU 14-inch Full HD IPS Display Core i3 10th Gen 4GB RAM 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i3-1005G1 Dual-core Processor (4MB Cache, 1.20 GHz up to 3.40 GHz)
","HP TrueVision HD camera with integrated digital microphone
","2 years International Limited Warranty (Terms & condition Apply As Per HP)
",https://www.techlandbd.com/hp-14s-cf3033tu-laptop
Lenovo,LENOVO IDEAPAD SLIM 1 IP1 15AMN7 15.6 INCH FULL HD DISPLAY RYZEN 3 7320U 8GB RAM 512GB SSD LAPTOP,Up Coming,,Not Available,Not Available,"AMD Ryzen™ 3 7320U (4C / 8T, 2.4 / 4.1GHz, 2MB L2 / 4MB L3)
",HD 720p with Privacy Shutter,"2 years warranty ( Battery adapter 1 year)
",https://www.techlandbd.com/lenovo-ideapad-slim-1-ip1-15amn7-laptop
HP,HP 15-DA2010TU Intel Core i3 10th Gen 4GB RAM 1TB HDD Notebook Laptop,Out Of Stock,,Not Available,Not Available,"Intel® Core™ i3-10110U (2.1 GHz base frequency, up to 4.1 GHz base with Intel® Turbo Boost Technology, 4 MB cache, 2 cores)",HP TrueVision HD Camera with integrated digital microphone,02 Years International Warranty (Battery & Adapter 01 Year),https://www.techlandbd.com/hp-15-da2010tu-core-i3-laptop
Lenovo,Lenovo IdeaPad Slim 3 15.6-inch Full HD Display Ryzen 7 3700U 4GB RAM 1TB HDD 128GB SSD Laptop (Abyss Blue) -(3 years Warranty),Up Coming,,Not Available,Not Available,"AMD Ryzen 7 3700U Processor (4 Cores / 8 Threads, 2.30 GHz, up to 4.0 GHz with Max Boost, 2 MB Cache L2 / 4 MB Cache L3)
",HD Webcam,3 years International Limited Warranty (Terms & condition Apply As Per Lenovo),https://www.techlandbd.com/lenovo-ideapad-slim-3-ryzen-7-blue-laptop
Lenovo,LENOVO IDEAPAD SLIM 1 IP1 15AMN7 15.6 INCH FULL HD DISPLAY RYZEN 3 7320U 8GB RAM 512GB SSD LAPTOP,Up Coming,,Not Available,Not Available,"AMD Ryzen™ 3 7320U (4C / 8T, 2.4 / 4.1GHz, 2MB L2 / 4MB L3)
",HD 720p with Privacy Shutter,"2 years warranty ( Battery adapter 1 year)
",https://www.techlandbd.com/lenovo-ideapad-slim-1-15amn7-laptop
HP,HP Pavilion 14-ce3008tu 14 Inch Intel Core i5 10th Gen 8GB RAM 256GB SSD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1035G1 Processor (6M Cache, Up to 3.60 GHz)",HP Wide Vision HD Camera with integrated dual array digital microphone,"2 year (Battery, Adapter 1 year)",https://www.techlandbd.com/pavilion-14-ce3008tu-hp-10th-gen-laptop-price-in-bd
Lenovo,LENOVO THINKBOOK 14 G2 ITL 14 INCH FULL HD DISPLAY INTEL CORE I7 11TH GEN 16GB RAM 512GB SSD LAPTOP,Out Of Stock,,Not Available,Not Available,"Intel Core i7 1165G7 2.80 GHz 4.70 GHz
","HD Webcam
",2 years,https://www.techlandbd.com/lenovo-thinkbook-15-g2-itl-i7-11th-gen-laptop
Lenovo,LENOVO LEGION PRO 7I 16-INCH WQXGA 240HZ DISPLAY CORE I9 13TH GEN 16GB RAM 1TB SSD GAMING LAPTOP WITH RTX 4080 12GB GRAPHICS,Up Coming,,Not Available,Not Available,"13th Gen Intel® Core i9–13900HX Processor 24Core ( 8P + 16E ) / 32Threads, P-core up to 5.4GHz, E-core up to 3.9GHz, 36MB","Built-in FHD 1080p webcam
Tobii Horizon support","2 years Warranty(Battery 1year Warranty)""",https://www.techlandbd.com/lenovo-legion-pro-7i-13th-gen-core-i9-gaming-laptop
MSI,MSI GE76 Raider 11UH 17.3 inch Full HD 360Hz Display Core i9 11th Gen 32GB RAM 2TB SSD Gaming Laptop with RTX 3080 16GB Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i9 11980HK Processor (24MB Cache, 3.30GHz up to 5.0 GHz)
","FHD type (30fps1080p)
",02 years warranty ,https://www.techlandbd.com/msi-ge76-raider-11uh-core-i9-gaming-laptop
Lenovo,Lenovo ThinkPad E14 14-inch Full HD display core i7 10th Gen 8GB RAM 1TB HDD Laptop with AMD RX640 2GB Graphics,Out Of Stock,,Not Available,Not Available,Intel core i7-10510U Processor ,720p HD,2 Years,https://www.techlandbd.com/lenovo-thinkpad-e14-i7-1tb-hdd-laptop
MSI,MSI GP66 Leopard 10UE 15.6-INCH FULL HD DISPLAY CORE I7 10TH GEN 16GB RAM 1TB NVME SSD Gaming Laptop With RTX3060 6GB Graphics,Out Of Stock,,Not Available,Not Available,Comet lake i7-10870H+HM470,IR HD type (30fpsx720p),02 years warranty,https://www.techlandbd.com/msi-gp66-leopard-10ue-laptop
Lenovo,Lenovo IdeaPad Slim 3 15.6-inch Full HD Ryzen 7 3700U 8GB RAM 1TB HDD 128GB SSD Laptop with RADEON RX VEGA 10 Graphics (3 years Warranty),Out Of Stock,,Not Available,Not Available,"AMD Ryzen 7 3700U (2.3GHz up to 4.0 GHz ) Processor
",HD Webcam,3 years International Limited Warranty (Terms & condition Apply As Per Lenovo),https://www.techlandbd.com/lenovo-ideapad-slim-3-laptop
Lenovo,Lenovo Legion 5 15.6 inch Full HD Display Ryzen 5 4600H 8GB RAM 512GB SSD Gaming Laptop With GTX 1650 4GB Graphics,Out Of Stock,,Not Available,Not Available,"AMD Ryzen 5 4600H Processor (3.00 GHz, Max Boost up to 4.00 GHz, 6 Cores, 12 Threads, 8 MB Cache)","720p HD
",2 Years International Limited Warranty (Terms & Conditions Apply As Per Lenovo).,https://www.techlandbd.com/lenovo-legion-5-ryzen-5-gtx-1650-4gb-laptop
MSI,MSI GP76 Leopard 10UE 17.3 inch Full HD 144Hz Display Core i7 10th Gen 16GB RAM 1TB SSD Gaming Laptop with RTX 3060 6GB Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i7 10870H Processor (16MB Cache, 2.20GHz up to 5.00Ghz)
",HD type (,"02 years warranty
",https://www.techlandbd.com/msi-gp76-leopard-10ue-gaming-laptop
MSI,MSI Modern 14 B10MW 14 inch FHD Display Core i3 10th Gen 8GB RAM 256GB SSD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i3 10110U Processor (4MB Cache, 2.1Ghz up to 4.1Ghz)
",HD type (,02 years warranty ,https://www.techlandbd.com/msi-modern-14-b10mw-core-i3-laptop
MSI,MSI Summit E13 Flip 13.4 inch Full HD Touch Display Core i7-1185G7 32GB RAM 1TB SSD LAPTOP,Up Coming,,Not Available,Not Available,Intel Core i7-1185G7 Processor,IR HD Type [30fps/720p] w/Ambient Light Sensor & Noiseless Cam + Camera Lock Shutter ,"02 years warranty
",https://www.techlandbd.com/msi-summit-e13-flip-laptop
Walton,Walton Prelude N41 13.3-Inch FHD Display intel Celeron N4100 4GB RAM 256GB SSD Laptop,Out Of Stock,,Not Available,Not Available,"Intel® Gemini Lake Quad Core Processor
• Intel N4100 1.1GHz up to 2.40GHz",FHD Webcam,2 Years International Manufacturer Warranty,https://www.techlandbd.com/walton-prelude-s45-laptop-2
MSI,MSI Summit B14 A11MOT 14 inch Full HD Touch Display Core i5 11 Gen 16GB RAM 1TB SSD laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
",IR HD type (30fps 720p),02 years warranty,https://www.techlandbd.com/msi-summit-b14-a11mot-i5-laptop
Asus,ASUS VivoBook S14 S433JQ 14-inch FHD Display Core i5 10th Gen 8GB RAM 512GB SSD with MX350 2GB Graphics Metal Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1035G1 Processor (6M Cache, 1.00 GHz up to 3.60 GHz)",HD Camera,02 Years International warranty.,https://www.techlandbd.com/asus-vivobook-s14-s433jq-core-i5-gaia-green-laptop
Razer,"Razer Blade Stealth 13 13.3"" FHD Matte Display Core i7 10th Gen 16GB Ram 512GB SSD laptop with GTX 1650 4GB Graphics",Out Of Stock,,Not Available,Not Available,Quad-Core 10th Gen Intel Core i7-1065G7 Processor with Hyper Threading 1.3 GHz / 3.9 GHz (Base/Turbo),"HD 720p, Windows Hello compliant infrared camera",01 Year Warranty (01 year Parts and 02 years Service Warranty),https://www.techlandbd.com/razer-blade-stealth-laptop-price-in-bd
Realme,Realme Book 14 inch 2K Display Core i3 11th Gen 8GB RAM 512GB SSD Laptop (Silver Grey),Out Of Stock,,Not Available,Not Available,11th Gen Intel Core i3-1115G4 Processor ,"In-built 720P HD Camera
","2 Years Warranty
",https://www.techlandbd.com/realme-book-core-i3-laptop-silver-grey
MSI,MSI Summit E14 Flip A12MT 14F1 14 inch QHD+ Touch Display Core i7 12th Gen 16GB RAM 1TB SSD 2 in 1 Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i7-1280P Processor 24M Cache, up to 4.80 GHz",IR FHD type (,2 Year Warranty Term Business & Productivity (SEA),https://www.techlandbd.com/msi-summit-e14-flip-a12mt-14f1-touch-laptop
HP,HP Pavilion 14-ce3044TX 14 Inch Intel Core i5 10th Gen 4GB RAM 1TB HDD Laptop With Nvidia MX130 2GB Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1035G1 Processor (6M Cache, Up to 3.60 GHz)",HP Wide Vision HD Camera with integrated dual array digital microphone,"2 year (Battery, Adapter 1 year)",https://www.techlandbd.com/hp-ce3044tx-core-i5-10-gen-laptop-with-graphics
HP,HP 14-ck2004tu 14 inch Core i3 10th Gen 4GB Ram 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel® Core™ i3-10110U (2.1 GHz base frequency, up to 4.1 GHz base with Intel® Turbo Boost Technology, 4 MB cache, 2 cores)",HP TrueVision HD Camera with integrated digital microphone,2 Year International Warranty (Battery & Adapter 01 Year),https://www.techlandbd.com/hp-14-ck2004tu-10th-gen-laptop
HP,HP ENVY X360 CONVERT 13-AY0082AU 13.3-INCH FULL HD DISPLAY AMD RYZEN 5 8GB RAM 512GB SSD MULTI-TOUCH 2-IN-1 LAPTOP,Out Of Stock,,Not Available,Not Available,"Ryzen 5 4500U Processor(11MB Cache, 2.30 GHz Up to 4.00 GHz)",HP Wide Vision HD Camera with integrated dual array digital microphone,2 Years International Warranty (Battery & Adapter 01 Year),https://www.techlandbd.com/hp-envy-x360-convert-13-ay0082au-laptop
Dell,Dell Vostro 14-3401 14 inch HD Display Core i3 10th Gen 4GB RAM 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available, Intel Core i3 1005G1 (1.20GHz-3.40GHz),,3 Year International Warranty (Battery & Adapter 01 Year),https://www.techlandbd.com/dell-vostro-14-3401-core-i3-black-Laptop
Machenike,MACHENIKE S15 15.6 INCH 144HZ FHD DISPLAY INTEL CORE I7 12 GEN 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX 3060 6GB GRAPHICS,Up Coming,,Not Available,Not Available,"i7-12700H 14 core, 20 Threads",Yes,2 Years,https://www.techlandbd.com/machenike-s15-gaming-laptop
MSI,MSI GF63 THIN 11UC 15.6 INCH 144HZ FHD DISPLAY CORE I7 11TH GEN 8GB RAM 1TB SSD GAMING LAPTOP WITH RTX 3050 MAX-Q 4GB GRAPHICS,Up Coming,,Not Available,Not Available,"Intel Core i7-11800H Processor 24M Cache, up to 4.60 GHz","HD type (30fps 720p)
",02 Years warranty ,https://www.techlandbd.com/msi-gf63-thin-11uc-i7-11gen-gaming-laptop
MSI,MSI GF63 THIN 11UC 15.6 INCH 144HZ FHD DISPLAY CORE I7 11TH GEN 8GB RAM 512GB SSD GAMING LAPTOP WITH RTX 3050 MAX-Q 4GB GRAPHICS,Up Coming,,Not Available,Not Available,"Intel Core i7-11800H Processor 24M Cache, up to 4.60 GHz","HD type (30fps 720p)
",02 Years warranty ,https://www.techlandbd.com/msi-gf63-thin-11uc-i7-11gen-gaming-laptop-1
HP,HP Pavilion 15-cs3050tx 15.6 Inch Intel Core i7 10th Gen 8GB RAM 512GB SSD Laptop with Nvidia MX250 4GB Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i7-1065G7 Processor (8M Cache, 1.30 GHz up to 3.90 GHz)
",HP Wide Vision HD Camera with integrated dual array digital microphone,"3 year (Battery, Adapter 1 year)",https://www.techlandbd.com/hp-pavilion-15-cs3050tx-512gb-ssd-laptop
