brand,title,stock_status,product_price,cash_discount_price,emi_price,processor,webcam,warranty,url
Dell,Dell INSPIRON 15 3593 15.6 inch core i5 10th Gen 8GB Ram 1TB HDD Laptop with NVIDIA MX230 2GB GDDR5 Graphics,Out Of Stock,,Not Available,Not Available,"10th Generation Intel® Core™ i5-1035G1 Processor (6MB Cache, up to 3.9 GHz",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,02 year (02 year for Battery and Adapter),https://www.techlandbd.com/dell-inspiron-14-3493with-mx230-i5-10th-gen-laptop
Dell,Dell INSPIRON 15 3593 15.6 inch FHD Core i5 10th gen 4GB RAM 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1035G1 Processor
(6M Cache, up to 3.60 GHz)",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,02 year (02 year for Battery and Adapter),https://www.techlandbd.com/dell-inspiron-14-3493-i5-10th-gen-laptop-black
Dell,Dell INSPIRON 15 5593 15.6 inch Core i5 10th Gen 4GB RAM 1TB HDD 128GB SSD Backlit Key Laptop with NVIDIA MX230 2GB GDDR5 Graphics,Out Of Stock,,Not Available,Not Available,"10th Generation Intel® Core™ i5-8265U Processor (6MB Cache, up to 3.9 GHz)",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,02 year (02 years for Battery and Adapter),https://www.techlandbd.com/dell-inspiron-15-5593-mx230-i5-10th-gen-laptop
Dell,Dell INSPIRON 15 5593 15.6 inch Core i7 10th Gen 8GB RAM 512 GB SSD Backlit Key Laptop with NVIDIA MX230 4GB GDDR5 Graphics,Out Of Stock,,Not Available,Not Available,"10th Generation Intel Core i7-1065G7 Processor (8MB Cache, up to 3.9 GHz)
",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,02 year (02 years for Battery and Adapter),https://www.techlandbd.com/dell-inspiron-15-5593-mx230-4gb-i7-10th-gen-laptop
Dell,DELL XPS 15 7590 15.6 Inch UHD TOUCH Display CORE i9 9TH 32GB RAM 1TB SSD BACKLIGHT KEYBOARD Laptop With NVIDIA GTX 1650 4GB Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i9-9980HK Processor (8 Core, 16M Cache, 2.40 GHz up to 5.00 GHz)",Integrated widescreen HD (720p),1 Year Warranty,https://www.techlandbd.com/dell-xps-15-7590-core-i9-uhd-laptop
Dell,Dell INSPIRON 15 5593 15.6 inch Core i5 10th Gen 8GB RAM 512 GB SSD Backlit Key Laptop with NVIDIA MX230 2GB GDDR5 Graphics,Out Of Stock,,Not Available,Not Available,"10th Generation Intel Core i5-8265U Processor (6MB Cache, up to 3.9 GHz)",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,02 year (02 years for Battery and Adapter),https://www.techlandbd.com/dell-inspiron-15-5593-mx230-512gb-ssd-i5-10th-gen-laptop
Dell,Dell Inspiron 13 5301 13.3 inch Full HD Display Core i5 11th 8GB Ram 512GB SSD Laptop with MX350 2GB Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
","HD RGB camera with dual-array microphones
","02 Years Warranty (Battery & Adapter)
",https://www.techlandbd.com/dell-inspiron-13-5301-laptop
Asus,Asus TUF Gaming A15 FA506IU AMD Ryzen 7 4800H 8GB RAM 512GB SSD LAPTOP With NVIDIA GTX 1660Ti 6GB Graphics,Out Of Stock,,Not Available,Not Available,"AMD Ryzen 7 4800H Processor (8MB caches, Base Speed 2.9 GHz up to 4.2 GHz with 7 cores and 16 threads)Powered by an AMD Ryzen™ 7, the TUF Gaming A15 capably handles everything from quick-play matches to marathon study sessions. The CPU’s 7 cores and 16 threads offer serious power for everything from everyday multitasking to serious multimedia projects to fast-paced multiplayer gaming. Take charge of your day with an energy-efficient and agile AMD Ryzen™ processor.",HD 720p CMOS module,"2 Years International (Battery, Adapter 1 year)",https://www.techlandbd.com/asus-tuf-gaming-a15-fa506iu-laptop
Asus,ASUS VivoBook 14 K413EA 14 inch Full HD Display Core i3 11th Gen 4GB RAM 512GB SSD Laptop (Indie Black),Out Of Stock,,Not Available,Not Available," Intel Core i3-1115G4 Processor (6M Cache, Cores- 2, Threads- 4, 3.0 GHz Turbo Speed Up to 4.10 GHz)","720p HD camera
",2 years of international Warranty,https://www.techlandbd.com/asus-vivobook-14-k413ea-i3-laptop
Asus,ASUS GX650RX ROG ZEPHYRUS DUO 16 16 INCH MINI-LED LCD DISPLAY RYZEN 9 6900HX 64GB RAM 2TB SSD LAPTOP WITH 3080TI 16 GB GRAPHICS,Out Of Stock,,Not Available,Not Available,"AMD Ryzen™ 9 6900HX Mobile Processor (8-core/16-thread, 20MB cache, up to 4.9 GHz max boost)","720P HD IR Camera for Windows Hello
",2 years,https://www.techlandbd.com/asus-gx650rx-rog-zephyrus-duo-16-laptop
Asus,Asus VivoBook 15 K513EA 15.6 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
",720p HD camera,"02 years International Limited Warranty (Battery & Adapter)
",https://www.techlandbd.com/asus-vivobook-15-k513ea-i5-laptop
Asus,ASUS VivoBook 14 K413EA 14 inch Full HD Display Core i3 11th Gen 8GB RAM 512GB SSD Laptop (Indie Black),Out Of Stock,,Not Available,Not Available," Intel Core i3-1115G4 Processor (6M Cache, Cores- 2, Threads- 4, 3.0 GHz Turbo Speed Up to 4.10 GHz)","720p HD camera
",2 years of international Warranty,https://www.techlandbd.com/asus-vivobook-14-k413ea-core-i3-8gb-laptop
Dell,Dell INSPIRON 15 3593 15.6 inch core i3 10th Gen 4GB Ram 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i3-1005G1 Processor
(4M Cache, up to 3.40 GHz)",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,02 year (02 year for Battery and Adapter),https://www.techlandbd.com/inspiron-15-3593-dell-10th-gen-laptop-blue
Lenovo,Lenovo IdeaPad 3 15.6 inch Full HD Display Ryzen 5 5500U 8GB RAM 512GB SSD Laptop,Out Of Stock,,Not Available,Not Available,AMD Ryzen 5 5500U (2.1 up to 4.0GHz) Processor,"720 HD webcam with privacy shutter
",2 Year International (1 year for Battery and Adapter),https://www.techlandbd.com/lenovo-ideapad-3-15inch-ryzen-5-5500u-laptop
Acer,ACER NITRO 5 AN515-58-79MU 15.6 INCH FHD DISPLAY CORE I7 12TH GEN 16GB RAM 512GB SSD 1TB HDD LAPTOP WITH RTX 3050TI 4GB GRAPHICS,Out Of Stock,,Not Available,Not Available,Model: Intel® Core™ i7-12700H,Video conferencing: UFC with Narrow USB HD camera,2 Years,https://www.techlandbd.com/acer-nitro-5-an515-48-i7-12th-gen-laptop
Acer,Acer Nitro 7 AN715-51-71Y6 15.6 inch Full HD 144 Hz Display Core i7 9th Gen 8GB RAM 1TB HDD 256GB SSD Gaming Laptop with GTX 1660 Ti 6GB Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i7-9750H (12M Cache, 2.60 GHz up to 4.50 GHz)",HD,2 years,https://www.techlandbd.com/acer-nitro-7-an715-51-71y6-core-i7-laptop
Acer,Acer Swift SF514-55TA 14-inch Full HD IPS Touch Display Core i5 11th Gen 8 GB RAM 512GB SSD laptop,Out Of Stock,,Not Available,Not Available,Intel Core i5-11135G7 (Upto 4.2 GHz),"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording
",02 Years Warranty (Adapter 1 year)),https://www.techlandbd.com/acer-swift-sf514-55ta-i5-laptop
Asus,ASUS VivoBook S15 S533EA 15.6 inch Core i5 11th Gen 8GB RAM 512GB SSD Laptop With Intel Iris Xe Graphics -Dreamy White,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 Processor (8M Cache, Cores- 4, Threads- 8, 2.40 GHz up to 4.20 GHz)",HD Camera,2 years of international Warranty,https://www.techlandbd.com/asus-vivobook-s15-s533ea-laptop-dreamy
Asus,Asus VivoBook 15 K513EA 15.6 inch full hd display Intel i5 11th Gen 8GB RAM 512GB SSD Laptop (Hearty Gold),Out Of Stock,,Not Available,Not Available,Intel Core i5-1135G7 Processor,720p HD camera,02 years,https://www.techlandbd.com/asus-vivobook-15-k513ea-laptop-hearty-gold
Acer,Acer Predator PH315-53 15.6 inch FHD 300Hz Display Core i7 10th Gen 16 GB RAM 1TB SSD Gaming Laptop with RTX 3070 8GB Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core I7-10870H Processor (16M Cache, 2.20 GHz Up To 5.00 GHz)",1280 X 720 Webcam,2 Years,https://www.techlandbd.com/acer-predator-ph315-53-i7-laptop
Asus,Asus ExpertBook L1500CDA 15.6 inch Full HD Display Ryzen 5 3500U 4GB Ram 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"AMD Ryzen 5 3500U Processor (4M Cache, 2.1 GHz up to 3.7 GHz)","720p HD camera With privacy shutter
",3 years international warranty with battery & adapter,https://www.techlandbd.com/asus-expertbook-l1500cda-ryzen-5-laptop
Asus,ASUS TUF Gaming F15 FX506HCB 15.6 inch Full HD 144Hz Display Core i7 11th Gen 8GB RAM 512GB SSD Gaming Laptop with RTX 3050 4GB Graphics,Out Of Stock,,Not Available,Not Available,"INTEL 11TH GEN CORE i7 11800H 2.30GHZ, UP TO 4.60GHZ","HD web camera
",02 Year International Limited Warranty (Terms & condition Apply As Per Asus),https://www.techlandbd.com/asus-tuf-gaming-f15-fx506hcb-core-i7-laptop
Asus,Asus TUF F15 FX506HC 15.6 inch 144Hz FHD IPS Display i5 11th Gen 16GB RAM 512GB SSD Gaming Laptop with RTX 3050 4GB Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i5-11400H Processor 2.7 GHz (12M Cache, up to 4.5 GHz, 6 Cores)
","HD web camera
",02 Year Warranty (Terms & condition Apply As Per Asus),https://www.techlandbd.com/asus-tuf-gaming-f15-fx506hc-i5-gaming-laptop
Asus,ASUS VivoBook 14 K413EA 14 inch Full HD Display Core i5 11th Gen 16GB RAM 512GB SSD Laptop (INDIE BLACK),Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)
","720p HD camera
",2 years of international Warranty,https://www.techlandbd.com/asus-vivobook-14-k413ea-core-i5-16gb-ram-indie-black-laptop
Asus,ASUS VivoBook 14 K413EA 14 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop (Hearty Gold),Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)
","720p HD camera
",2 years of international Warranty,https://www.techlandbd.com/asus-vivobook-14-k413ea-core-i5-laptop-gold
Asus,ASUS TUF Dash F15 FX516PM 15.6 inch Full HD 240Hz Display Core i5 11th Gen 8GB RAM 512GB SSD Gaming Laptop with RTX 3060 6GB Graphics (Moonlight White),Out Of Stock,,Not Available,Not Available,"Intel Core i5-11300H Processor 3.1 GHz, 4 cores (8M Cache, up to 4.4GHz)
",Yes,02 Year International Limited Warranty (Terms & condition Apply As Per Asus),https://www.techlandbd.com/asus-tuf-dash-f15-fx516pm-i5-white-laptop
Asus,ASUS VivoBook 14 K413EA 14 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop (Transparent Silver),Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)
","720p HD camera
",2 years of international Warranty,https://www.techlandbd.com/asus-vivobook-14-k413ea-core-i5-laptop-silver
Asus,ASUS VivoBook 14 K413EA 14 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop (Indie Black),Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)","720p HD camera
",2 years of international Warranty,https://www.techlandbd.com/asus-vivobook-14-k413ea-i5-laptop
Lenovo,Lenovo IdeaPad Slim 3 15.6 inch Full HD Display Ryzen 3 3250U 4GB RAM 1TB HDD Laptop (Abyss Blue) (3 years Warranty),Out Of Stock,,Not Available,Not Available,"AMD Ryzen 3 3250U Processor (2 Cores / 4 Threads, 2.60 GHz, up to 3.50 GHz with Max Boost, 1 MB Cache L2 / 4 MB Cache L3)","0.3MP with PrivacyShutter
",3 years International Limited Warranty (Terms & condition Apply As Per Lenovo),https://www.techlandbd.com/lenovo-ideapad-slim-3-ryzen-3-blue-laptop
Asus,ASUS VivoBook 14 K413EA 14 inch Full HD Display Core i5 11th Gen 16GB RAM 512GB SSD Laptop (Hearty Gold),Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)
","720p HD camera
",2 years of international Warranty,https://www.techlandbd.com/asus-vivobook-14-k413ea-core-i5-16gb-ram-laptop
Lenovo,Lenovo IdeaPad Slim 3 15.6 inch Full HD Display Ryzen 5 3500U 8GB RAM 1TB HDD 128GB SSD Laptop (3 years Warranty),Out Of Stock,,Not Available,Not Available,"AMD Ryzen 5 3500U Processor (4 Cores / 8 Threads, 2.10 GHz, up to 3.70 GHz with Max Boost, 2 MB Cache L2 / 4 MB Cache L3)","0.3MP with PrivacyShutter
",3 years International Limited Warranty (Terms & condition Apply As Per Lenovo),https://www.techlandbd.com/lenovo-ideapad-slim-3-ryzen-5-black-laptop
Acer,Acer Aspire 5 A515-56-5569 15.6 inch FHD Display Core i5 11th Gen 8GB RAM 512GB SSD ​Laptop With Backlit Keyboard,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 Processor
8M Cache, up to 4.20 GHz",Yes,02 Years Warranty ,https://www.techlandbd.com/acer-aspire-5-a515-56-i5-11th-laptop
Xiaomi,Xiaomi RedmiBook 14 Inch FHD IPS Display Ryzen 5 4500U 8GB RAM 512GB NVMe SSD Vega 6 Graphics Laptop,Out Of Stock,,Not Available,Not Available,"AMD Ryzen 5 4500U Processor (6 Cores, Base Clock: 2.3GHz- Max Boost Clock: Up to 4.0GHz, L3 Cache: 8MB)",,01 Years warranty,https://www.techlandbd.com/xiaomi-redmibook-13-ryzen-edition-laptop-silver
MSI,MSI Cyborg 15 A12VF 15.6 inch Full HD 144Hz Display Core I7 12th Gen 16GB RAM 512GB SSD Gaming Laptop With RTX 4060 8GB Graphics,Out Of Stock,,Not Available,Not Available,Processor Model: Alder Lake i7- 12650H,HD type (,2 Years,https://www.techlandbd.com/msi-cyborg-15-a12vf-core-i7-gaming-laptop
Xiaomi,Xiaomi RedmiBook 14 Inch FHD IPS Display Ryzen 5 4500U 16GB RAM 512GB NVMe SSD Vega 6 Graphics Laptop,Out Of Stock,,Not Available,Not Available,"AMD Ryzen 5 4500U Processor (6 Cores, Base Clock: 2.3GHz- Max Boost Clock: Up to 4.0GHz, L3 Cache: 8MB)",,01 Years warranty,https://www.techlandbd.com/xiaomi-redmibook-14-ryzen-edition-laptop
Lenovo,Lenovo IdeaPad Slim 3 14 inch HD Display AMD 3020e 4GB RAM 1TB HDD Laptop (3 years Warranty),Out Of Stock,,Not Available,Not Available,AMD 3020e (4MB cache and 1.2 GHz upto 2.6 GHz),"HD Webcam with Privacy Shutter
",3 years International Limited Warranty (Terms & condition Apply As Per Lenovo),https://www.techlandbd.com/lenovo-ideapad-slim-3-amd-ryzen-3-laptop
Lenovo,LENOVO IDEAPAD SLIM 3I 15.6-INCH FULL HD CORE I5 10TH GEN 8GB RAM 1TB HDD LAPTOP WITH NVIDIA MX330 2GB GRAPHICS (3 years Warranty),Out Of Stock,,Not Available,Not Available,"Intel Core i5-1035G4 Processor (6M Cache, 1.10 GHz up to 3.70 GHz)",HD Webcam,3 years International Limited Warranty (Terms & condition Apply As Per Lenovo),https://www.techlandbd.com/lenovo-ip-slim-3i-graphics-laptop
HP,HP 15s-du2062TU 15.6-inch Full HD Display Core i5 10th Gen 4GB RAM 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1035G1 Processor (6M Cache, 1.00 GHz up to 3.60 GHz)",HP TrueVision HD camera with integrated dual array digital microphone,2-year international warranty (Battery and Adapter 1 year of warranty),https://www.techlandbd.com/hp-15s-du2062tu-laptop
Asus,ASUS VivoBook 15 X513EA 15.6-inch FHD Display Core i3 11th Gen 8GB RAM 512GB SSD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)",HD webcam,02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivoBook-15-X513ea-15.6-Inch-Core-i3-laptop
Asus,ASUS ExpertBook B1 B1500CEPE 15.6 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop with MX330 2GB Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)
","720p HD camera
",3 years international warranty with battery & adapter,https://www.techlandbd.com/asus-expertbook-b1-b1500cepe-core-i7-laptop
Lenovo,Lenovo IdeaPad Gaming 3i IMH 15.6 inch FHD IPS 120HZ Display Core i5 10th gen 8GB RAM 1TB HDD 256GB SSD Laptop with GTX 1650 4GB Graphics,Out Of Stock,,Not Available,Not Available,"10th Generation Intel Core i5-10300H Processor (2.50 GHz, up to 4.50 GHz with Turbo Boost, 4 Cores, 8 Threads, 8 MB Cache)","HD Webcam
",2 years International Limited Warranty (Terms & condition Apply As Per Lenovo),https://www.techlandbd.com/lenovo-ideapad-gaming-3i-15imh-laptop
HP,HP PAVILION X360 CONVERTIBLE 14-DY1290TU 14 INCH FULL HD TOUCH DISPLAY INTEL I5 11TH GEN 8GB RAM 2 IN 1 LAPTOP,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1155G7 (up to 4.5 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores, 8 threads)
","HP Wide Vision 720p HD camera with integrated dual array digital microphones
",3 years,https://www.techlandbd.com/hp-pavilion-x360-convertible-14-dy1290tu-laptop
Dell,Dell Latitude 3410 14-inch Full HD Display Core i5 10th Gen 8GB RAM 512GB SSD Laptop,Out Of Stock,,Not Available,Not Available,"Inte Core i5-10210U Processor (6M Cache, 1.60 GHz up to 4.20 GHz)
","User-Facing: 0.9 MP (720p) WebCam
","03 Year Warranty
",https://www.techlandbd.com/dell-latitude-3410-fhd-laptop
Acer,Acer Swift 5 SF514-54T 14 inch Full HD Display Core i7 10th Gen 16GB RAM 1TB SSD Ultra-Thin Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i7-1065G7 Processor
(8M Cache, up to 3.90 GHz)
","Acer webcam with 640 x 480 resolution
",02 Years Warranty (Adapter 1 year),https://www.techlandbd.com/acer-swift-5-sf514-54t-ultra-thin-laptop
HP,HP Pavilion 16-a0091TX 16.1-inch Full HD Display Core i7 10th Gen 8GB RAM 256 GB SSD Gaming Laptop with GTX 1650Ti 4GB Graphics,Up Coming,,Not Available,Not Available,"Intel Core i7-10750H (2.6 GHz base frequency,
up to 5.0 GHz with Intel Turbo Boost Technology,
12 MB L3 cache, 6 cores)
","HP TrueVision 720p HD camera with integrated dual array digital microphone
","2 year (Battery, Adapter 1 year)",https://www.techlandbd.com/hp-pavilion-gaming-16-a0091tx-laptop
Asus,ASUS ZENBOOK 14 Q407IQ 14-inch Full HD IPS Display Ryzen 5 4500U 16GB RAM 256GB SSD LAPTOP with Nvidia MX350 Graphics,Out Of Stock,,Not Available,Not Available,"
AMD Ryzen 5 4500U Mobile Processor
(6C/6T, 4M cache, up to 3.8GHz)",IR camera,2 Years international Warranty ( Battery and Adapter 01 Year ),https://www.techlandbd.com/asus-zenbook-14-q407iq-laptop
Acer,Acer Aspire 5 A515-55 15.6 inch Full HD Display Core i5 10TH GEN 8GB RAM 1TB HDD Laptop,Up Coming,,Not Available,Not Available,"Intel Core i5-1035G1 Processor
( 6M Cache, up to 3.60 GHz )","HD webcam with 1280 x 720 resolution, 720p HD audio/video recording
",02 Years Warranty (Adapter 1 year)),https://www.techlandbd.com/acer-aspire-5-a515-55-laptop-with-i5
HP,HP PROBOOK 440 G7 14.0 INCH FHD IPS DISPLAY CORE I5 10TH GEN 8GB RAM 1TB HDD LAPTOP,Out Of Stock,,Not Available,Not Available,"Intel Core i5-10210U Quad-core Processor (6M Cache, 1.60 GHz up to 4.20 GHz)
",HD 720p IR DM Cam,"03 years International Limited Warranty (Terms & condition Apply As Per HP)
",https://www.techlandbd.com/hp-probook-440-g7-laptop
HP,HP 15s-eq1169AU 15.6 inch Full HD Display Ryzen 3 4GB RAM 512 GB SSD Laptop,Out Of Stock,,Not Available,Not Available,AMD Ryzen 3 3250U-2.60 To 3.50 GHz,"HP TrueVision HD Camera with integrated dual array digital microphone
","2 year international warranty (Battery and Adapter 1 year of warranty)
",https://www.techlandbd.com/hp-15s-eq1169au-ryzen-3--laptop
HP,HP ZBOOK CREATE G7 15.6 INCH 4K DISPLAY CORE I7 10TH GEN 16GB RAM 1TB SSD CREATOR LAPTOP WITH RTX 2070 8GB GRAPHICS,Up Coming,,Not Available,Not Available,"Intel Core i7-10750H with Intel UHD Graphics (2.6 GHz base frequency, up to 5.0 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 6 cores)",720p HD with Temporal Noise Reduction webcam with IR,"3 years (Battery, Adapter 1 Year)
",https://www.techlandbd.com/hp-zbook-create-g7-core-i7-gaming-laptop
AVITA,AVITA PURA 14-inch Full HD Display Ryzen 3 3200U 4GB RAM 256GB SSD Laptop (Space Grey),Out Of Stock,,Not Available,Not Available,AMD Ryzen 3 3200U(4MB Cache 2.6GHz to 3.5GHz ),VGA ,02 Years Warranty,https://www.techlandbd.com/avita-pura-14-inch-ryzen-3-256gb-ssd-laptop
HP,HP 15s-du2090tu 15.6-inch HD Display Core i3 10th Gen 4 GB RAM 1 TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i3-1005G1 Processor (4M Cache, 1.20 GHz up to 3.40 GHz)
","HP TrueVision HD camera with integrated dual array digital microphone
","2-year international warranty (Battery and Adapter 1 year of warranty)
",https://www.techlandbd.com/hp-15s-du2090tu-laptop
HP,HP 15s-du3024TU 15.6 inch Full HD Display Core i5 11th Gen 8GB RAM 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores)
","HP True Vision 720p HD camera with integrated dual array digital microphones
",2 Year International Warranty (Battery & Adapter 01 Year),https://www.techlandbd.com/hp-15s-du3024tu-i5-laptop
HP,HP 15s-eq1173AU 15.6 inch Full HD Display Ryzen 5 8GB RAM 512 GB SSD Laptop Windows 11,Out Of Stock,,Not Available,Not Available,"AMD Ryzen 5 4500U (2.3 GHz base clock, up to 4.0 GHz max boost clock, 8MB L3 cache, 6 cores)
","HP TrueVision HD Camera with integrated dual array digital microphone
","2 year international warranty (Battery and Adapter 1 year of warranty)
",https://www.techlandbd.com/hp-pavilion-15s-eq1173au-laptop
HP,HP 15s-FQ2582TU 15.6 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop Windows 11,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz),",HP True Vision 720p HD camera with integrated dual array digital microphones,02 years International Limited Warranty,https://www.techlandbd.com/hp-15s-fq2582tu-laptop
HP,HP 15s-eq2778AU 15.6 inch Full HD Display Ryzen 7 5700U 8GB RAM 512GB SSD Laptop,Out Of Stock,,Not Available,Not Available,"AMD Ryzen 7 5700U (up to 4.3 GHz max boost clock, 8 MB L3 cache, 8 cores, 16 threads)
","HP True Vision 720p HD camera with integrated dual array digital microphones
",02 years International Limited Warranty,https://www.techlandbd.com/hp-15s-eq2778au-laptop
HP,HP 15S-EQ2335AU 15.6 INCH FULL HD DISPLAY RYZEN 7 5700U 8GB RAM 512GB SSD LAPTOP WITH VEGA GRAPHICS,Out Of Stock,,Not Available,Not Available,AMD Ryzen 7 5700U-1.80 To 4.30 GHz,"HP True Vision 720p HD camera with integrated dual array digital microphones
",2 Years,https://www.techlandbd.com/hp-15s-eq2335au-laptop
HP,HP Pavilion 15-ec1003ax 15.6 inch Full HD Display Ryzen 7 4800H 16GB RAM 256GB SSD Gaming Laptop with NVIDIA GTX 1650 Ti Graphics,Up Coming,,Not Available,Not Available,"AMD Ryzen 7 4800H with Radeon Graphics (2.9 GHz base clock, up to 4.2 GHz max boost clock, 8 MB cache, 8 cores)","HP TrueVision HD Camera with integrated dual array digital microphone
","2 year international warranty (Battery and Adapter 1 year of warranty)
",https://www.techlandbd.com/hp-pavilion-15-ec1003ax-gaming-laptop
HP,HP 15s-fq2789TU 15.6 inch HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz),",HP True Vision 720p HD camera with integrated dual array digital microphones,02 years International Limited Warranty,https://www.techlandbd.com/hp-15s-fq2789tu-laptop
HP,HP 15s-fq2786TU 15.6 inch HD Display Pentium Gold 7505 8GB RAM 256GB SSD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Pentium Gold 7505 (up to 3.5 GHz with Intel Turbo Boost Technology, 4 MB L3 cache, 2 cores)
","HP True Vision 720p HD camera with integrated dual array digital microphones
","2 years International Limited Warranty (Terms & condition Apply As Per HP)
",https://www.techlandbd.com/hp-15s-fq2786tu-laptop
HP,HP 15S-GU0008AU 15.6 inch HD Display AMD Athlon Silver 3050U 4GB RAM 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"AMD Athlon Silver 3050U ( 2.3 GHz up to 3.2GHz) Processor
",YES,"01 year International Limited Warranty (Terms & condition Apply As Per HP)
",https://www.techlandbd.com/hp-15s-gu0008au-laptop
HP,HP 15s-eq2555AU 15.6 inch Full HD Display Ryzen 5 5500U 8GB RAM 512GB SSD Laptop,Out Of Stock,,Not Available,Not Available,"AMD Ryzen 5 5500U (up to 4.0 GHz max boost clock, 8 MB L3 cache, 6 cores, 12 threads)
","HP True Vision 720p HD camera with integrated dual array digital microphones
",02 years International Limited Warranty,https://www.techlandbd.com/hp-15s-eq2555au-laptop
HP,HP 15S-GR0514AU 15.6 inch FULL HD Display AMD Athlon 3050U 4GB RAM 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"AMD Athlon Silver 3050U( 2.3 GHz up to 3.2GHz) Processor
","HP True Vision 720p HD camera with integrated dual array digital microphones
","2 years International Limited Warranty (Terms & condition Apply As Per HP)
",https://www.techlandbd.com/hp-15s-gr0514au-amd-laptop
HP,HP 15s-gr515AU 15.6 inch HD Display AMD Athlon Silver 3050U 4GB RAM 1TB HDD Laptop,Out Of Stock,,Not Available,Not Available,"AMD Athlon Silver 3050U( 2.3 GHz up to 3.2GHz) Processor
","HP True Vision 720p HD camera with integrated dual array digital microphones
","2 years International Limited Warranty (Terms & condition Apply As Per HP)
",https://www.techlandbd.com/hp-15s-gr515au-athlon-3050u-laptop
HP,HP 250 G7 15.6 INCHES LED DISPLAY INTEL CELERON 4GB RAM 1TB HDD LAPTOP,Out Of Stock,,Not Available,Not Available,Intel Celeron Processor N4020 ,720p webcam,2 years,https://www.techlandbd.com/hp-250-g7-2a9a4pa-laptop
