title,href,processor_Type,RAM,Proc_Generation,Display
"Lenovo IdeaPad FLEX 5i 14ITL Intel Core i7 1165G7 14 Inch FHD IPS 360 Degree Rotating Touch Display, Graphite Grey Laptop #82HS0131IN-2Y",https://www.ryanscomputers.com/lenovo-ideapad-flex-5i-14itl-intel-core-i7-1165g7-graphite-grey-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 14
Lenovo Yoga 9i 14ITL5 Intel Core i7 1185G7 14 Inch 4K UHD IPS 360 Degree Rotating Touch Display Shadow Black Laptop #82BG00DTIN-2Y,https://www.ryanscomputers.com/lenovo-yoga-9i-14itl5-intel-core-i7-1185g7-shadow-black-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 14
Lenovo IdeaPad 5 14ALC05 AMD Ryzen 5 5500U 14 Inch FHD IPS Antiglare Display Platinum Grey Laptop #82LM00PFIN-2Y,https://www.ryanscomputers.com/lenovo-ideapad-5-14alc05-platinum-grey-laptop,Processor Type. - Ryzen 5,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 14
Microsoft Surface Pro 8 Intel Core i5 1135G7 13 Inch Pixelsense Flow Multi Touch Display Platinum Laptop#8PR-00001,https://www.ryanscomputers.com/microsoft-surface-pro-8-13-inch-platinum-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 13
Microsoft Surface Laptop Studio Intel Core i7 11370H 14.4 Inch Pixelsense Flow Multi Touch Display Platinum Surface Laptop #ADI-00001 / AFI-00001,https://www.ryanscomputers.com/microsoft-surface-laptop-studio-intel-core-i7-11370h-platinum-surface-laptop,Processor Type. - Core i7,RAM - 32GB,Generation - 11th (Intel),Display Size (Inch) - 14.4
Microsoft Surface Pro 7+ (Wi-Fi) Intel Core i7 1165G7 12.3 Inch PixelSense MultiTouch Display Platinum Laptop #1YY-00001,https://www.ryanscomputers.com/microsoft-surface-pro-7-plus-wi-fi-12.3-inch-platinum-laptop,Processor Type. - Core i7,RAM - 32GB,Generation - 10th (Intel),Display Size (Inch) - 12.3
Microsoft Surface Laptop 4 Intel Core i5 1135G7 13.5 Inch Pixelsense Multi Touch Display Laptop#5BT-00001,https://www.ryanscomputers.com/microsoft-surface-laptop-4-13.5-inch-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 10th (Intel),Display Size (Inch) - 13.5
Microsoft Surface Laptop 4 AMD Ryzen 7 4980U 13.5 Inch Pixelsense Multi Touch Display Matte Black Laptop #7IC-00001,https://www.ryanscomputers.com/microsoft-surface-laptop-4-amd-ryzen-7-4980u-13.5-inch-matte-black-laptop,Processor Type. - Ryzen 7,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 13.5
Microsoft Surface Laptop 4 Intel Core i7 1185G7 15 Inch Pixelsense Multi Touch Display Platinum Surface Laptop #5II-00024,https://www.ryanscomputers.com/microsoft-surface-laptop-4-15-inch-platinum-surface-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 15
Microsoft Surface Laptop Studio Intel Core i7 11370H 14.4 Inch Pixelsense Flow Multi Touch Display Platinum Surface Laptop #ABR-00003,https://www.ryanscomputers.com/microsoft-surface-laptop-studio-14.4-inch-platinum-surface-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 14.4
Microsoft Surface Laptop Studio Intel Core i7 11370H 14.4 Inch Pixelsense Flow Multi Touch Display Platinum Laptop #ABR-00026,https://www.ryanscomputers.com/microsoft-surface-laptop-studio-14.4-inch-platinum-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 14.4
Microsoft Surface Laptop Studio Intel Core i5 11300H 14.4 Inch Pixelsense Flow Multi Touch Display Platinum Surface Laptop #9Y1-00001,https://www.ryanscomputers.com/microsoft-surface-laptop-studio-platinum-surface-laptop,Processor Type. - Core i5,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 14.4
Microsoft Surface Laptop 4 Intel Core i5 1135G7 13.5 Inch Pixelsense Multi Touch Display Sandstone Metal Surface Laptop #5BT-00058,https://www.ryanscomputers.com/microsoft-surface-laptop-4-sandstone-metal-surface-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 13.5
Microsoft Surface Pro 7+ (Wi-Fi) Intel Core i5 1135G7 12.3 Inch PixelSense MultiTouch Display Platinum 2-in-1 Detachable Laptop (Type Cover is sold separately) #1NB-00001,https://www.ryanscomputers.com/microsoft-surface-pro-7-plus-wi-fi-intel-core-i5-1135g7-platinum-2-in-1-detachable-laptop,Processor Type. - Core i5,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 12.3
Asus ROG Zephyrus GX501VI-GZ037T Intel Core i7 7700HQ 15.6 Inch FHD Display Black Metal Gaming Laptop #GZ037T,https://www.ryanscomputers.com/asus-rog-zephyrus-gx501vi-gz037t-15.6-black-metal-gaming-laptop,Processor Type. - Core i7,RAM - 24GB,Generation - 7th (Intel),Display Size (Inch) - 15.6
MSI Bravo 15 B5DD AMD Ryzen 5 5600H 15.6 Inch FHD IPS Display Black Gaming Laptop with MSI Essential Backpack #9S7-158K12-251,https://www.ryanscomputers.com/msi-bravo-15-b5dd-15.6-inch-black-gaming-laptop,Processor Type. - Ryzen 5,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15.6
MSI Modern 14 C12M Intel Core i7 1255U 14 Inch FHD IPS 60Hz Display Classic Black Laptop #9S7-14J112-074 (Laptop Bag is given Separately),https://www.ryanscomputers.com/msi-modern-14-c12m-14-inch-classic-black-laptop,Processor Type. - Core i7,RAM - 8GB,Generation - 12th (Intel),Display Size (Inch) - 14
Asus ROG Strix G15 G513IE AMD Ryzen 7 4800H 15.6 Inch FHD Display Eclipse Gray Gaming Laptop #HN037W-G513IE,https://www.ryanscomputers.com/asus-rog-strix-g15-g513ie-amd-ryzen-7-4800h-eclipse-gray-gaming-laptop,Processor Type. - Ryzen 7,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15.6
Acer TravelMate P214-53-562V Intel Core i5 1135G7 14 Inch FHD IPS Display Black Laptop #NX.VPKSI.005,https://www.ryanscomputers.com/acer-travelmate-p214-53-562v-14-inch-black-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 14
MSI Modern 14 B11SBU Intel Core i5 1135G7 14 Inch FHD IPS Display Carbon Gray Laptop #9S7-14D224-615,https://www.ryanscomputers.com/msi-modern-14-b11sbu-14-inch-carbon-gray-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 14
MSI Modern 15 A11SBU Intel Core i5 1135G7 15.6 Inch FHD IPS Display Carbon Gray Laptop #9S7-15566-495,https://www.ryanscomputers.com/msi-modern-15-a11sbu-15.6-inch-carbon-gray-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
HP ProBook 440 G8 Intel 1165G7 512GB SSD 14 Inch FHD Display Silver Laptop #464N2AV / 2Q531AV-3Y,https://www.ryanscomputers.com/hp-probook-440-g8-intel-1165g7-512gb-ssd-14-inch-fhd-display-silver-laptop,Processor Type. - Core i7,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 14
HP Elitebook x360 1030 G8 Intel Core i5 1135G7 13.3 Inch FHD Touch Display Silver Laptop #1G7F3AV-3Y,https://www.ryanscomputers.com/hp-elitebook-x360-1030-g8-intel-core-i5-1135g7-touch-display-silver-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 13.3
Asus VivoBook 15 K513EQ Intel 1165G7 15.6 Inch FHD OLED Display Indie Black Laptop #L1599W-K513EQ,https://www.ryanscomputers.com/asus-vivobook-15-k513eq-black-laptop,Processor Type. - Core i7,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus X515EA Intel Core 1115G4 15.6 Inch FHD WV Display Transparent Silver Laptop #BQ2217W-X515EA,https://www.ryanscomputers.com/asus-x515ea-intel-core-1115g4-15.6-inch-fhd-wv-display-transparent-silver-laptop,Processor Type. - Core i3,RAM - 4GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus X515EA Intel Core 1115G4 15.6 Inch FHD WV Display Slate Grey Laptop #BQ2218W-X515EA,https://www.ryanscomputers.com/asus-x515ea--intel-core-i3-slate-grey-laptop,Processor Type. - Core i3,RAM - 4GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus X515EA Intel 1135G7 15.6 Inch FHD WV Display Slate Grey Laptop #BQ2228W-X515EA,https://www.ryanscomputers.com/asus-x515ea-intel-1135g7-15.6-inch-fhd-wv-display-slate-grey-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus TUF Gaming F15 FX506HC Intel 11400H 15.6 Inch FHD WV Display Graphite Black Gaming Laptop #HN350W-FX506HC,https://www.ryanscomputers.com/asus-tuf-gaming-f15-fx506hc-graphite-black-gaming-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus VivoBook S15 S533EQ Intel 1135G7 15.6 Inch FHD WV LED Display Gaia Green Laptop #BQ382W-S533EQ,https://www.ryanscomputers.com/asus-vivobook-s15-s533eq-gaia-green-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus VivoBook S15 S533EQ Intel 1165G7 15.6 Inch FHD WV LED Display Indie Black Laptop #BQ379W-S533EQ,https://www.ryanscomputers.com/asus-vivobook-s15-s533eq-intel-1165g7-15.6-inch-fhd-wv-led-display-indie-black-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus VivoBook 15 X513EP Intel 1135G7 15.6 Inch FHD WV  Display Bespoke Black Laptop #BQ885W-X513EP,https://www.ryanscomputers.com/asus-vivobook-15-x513ep-intel-1135g7-15.6-inch-fhd-wv-display-bespoke-black-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus VivoBook 15 X513EP Intel 1135G7 15.6 Inch FHD WV Display Cobalt Blue Laptop #BQ886W-X513EP,https://www.ryanscomputers.com/asus-vivobook-15-x513ep-cobalt-blue-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus ZenBook Pro Duo 15 OLED UX582HM Intel 11800H15.6 Inch 4K UHD Display Celestial Blue Laptop #H2027W-UX582HM,https://www.ryanscomputers.com/asus-zenbook-pro-duo-15-oled-ux582hm-celestial-blue-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus VivoBook 15 M513UA AMD Ryzen 5 5500U 15.6 Inch FHD WV Display Indie Black Laptop #BQ647W-M513UA,https://www.ryanscomputers.com/asus-vivobook-15-m513ua-amd-ryzen-5-5500u-indie-black-laptop,Processor Type. - Ryzen 5,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15.6
Asus VivoBook Pro 16X N7600PC Intel Core i7 11370H 16 Inch 4K WQUXGA OLED Display Cool Silver Laptop #L2079W-N7600PC,https://www.ryanscomputers.com/asus-vivobook-pro-16x-n7600pc-intel-core-i7-11370h-cool-silver-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 16
Asus VivoBook Pro 16X N7600PC Intel Core i7 11370H 16 Inch 4K WQUXGA OLED Display Comet Grey Laptop #L2073W-N7600PC,https://www.ryanscomputers.com/asus-vivobook-pro-16x-n7600pc-intel-core-i7-11370h-comet-grey-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 16
Asus E510MA Intel CDC N4020 15.6 Inch HD Display Peacock Blue Laptop #BR635W-E510MA,https://www.ryanscomputers.com/asus-e510ma-intel-cdc-n4020-15.6-inch-hd-display-peacock-blue-laptop,Processor Type. - Intel Celeron,RAM - 4GB,Generation - Not Applicable,Display Size (Inch) - 15.6
Dell Inspiron 15 3000 Intel CDC N4020 15.6 Inch HD Display Carbon Black Laptop,https://www.ryanscomputers.com/dell-inspiron-15-3000-15.6-inch-carbon-black-laptop,Processor Type. - Intel Celeron,RAM - 4GB,Generation - Not Applicable,Display Size (Inch) - 15.6
Apple MacBook Pro (Late 2021) Apple M1 Pro 14.2 Inch Liquid Retina XDR Display Silver Laptop #Z15G002KW,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-pro-14.2-inch-liquid-retina-xdr-display-silver-laptop,Processor Type. - Apple M1,RAM - 32GB,Generation - Not Applicable,Display Size (Inch) - 14.2
Microsoft Surface Laptop 4 Intel Core i7 1185G7 15 Inch Pixelsense Multi Touch Display Matte Black Metal Surface Laptop #5IV-00021,https://www.ryanscomputers.com/microsoft-surface-laptop-4-intel-core-i7-1185g7-matte-black-metal-surface-laptop-5iv-00021,Processor Type. - Core i7,RAM - 32GB,Generation - 11th (Intel),Display Size (Inch) - 15
Microsoft Surface Pro 8 LTE Intel Core i7 1185G7 13 Inch Pixelsense Flow Multi Touch Display Platinum 2-in-1 Detachable Laptop#EIV-00017,https://www.ryanscomputers.com/microsoft-surface-pro-8-lte-13-inch-platinum-2-in-1-detachable-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 13
Microsoft Surface Pro 8 (Wi-Fi) Intel Core i7 1185G7 13 Inch Pixelsense Flow Multi Touch Display Platinum 2-in-1 Detachable Laptop #EFI-00001,https://www.ryanscomputers.com/microsoft-surface-pro-8-wi-fi-13-inch-platinum-2-in-1-detachable-laptop,Processor Type. - Core i7,RAM - 32GB,Generation - 11th (Intel),Display Size (Inch) - 13
Microsoft Surface Laptop 4 AMD Ryzen 7 4980U 15 Inch Pixelsense Multi Touch Display Platinum Surface Laptop #5W6-00053,https://www.ryanscomputers.com/microsoft-surface-laptop-4-amd-ryzen-7-4980u-platinum-surface-laptop-5w6-00053,Processor Type. - Ryzen 7,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15
Microsoft Surface Laptop Studio Intel Core i7 11370H 14.4 Inch Pixelsense Flow Multi Touch Display Platinum Surface Laptop #AI5-00001,https://www.ryanscomputers.com/microsoft-surface-laptop-studio-intel-core-i7-11370h-14.4-inch-platinum-surface-laptop,Processor Type. - Core i7,RAM - 32GB,Generation - 11th (Intel),Display Size (Inch) - 14.4
Huawei MateBook D 14 11th Gen Intel Core i5 1135G7 14 Inch FHD IPS Display Silver Laptop,https://www.ryanscomputers.com/huawei-matebook-d-14-11th-gen-intel-core-i5-1135g7-14-inch-fhd-ips-display-silver-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 14
Realme Book i3 Intel Core i3 1115G4 14 Inch 2K IPS Display Grey Laptop,https://www.ryanscomputers.com/realme-book-i3-intel-core-i3-1115g4-14-inch-2k-ips-display-grey-laptop,Processor Type. - Core i3,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 14
Lenovo IdeaPad Slim 5i 15ITL Intel Core i7 1165G7 15.6 Inch FHD IPS Antiglare Display Graphite Grey Laptop #82FG01G4IN-3Y,https://www.ryanscomputers.com/lenovo-ideapad-slim-5i-15itl-intel-core-i7-1165g7-graphite-grey-laptop-82fg01g4in-3y,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
MSI Modern 15 B12M Intel Core i5 1235U 15.6 Inch FHD IPS Display Classic Black Laptop #B12M-039BD-BB51235U8GXXDX11EM,https://www.ryanscomputers.com/msi-modern-15-b12m-intel-core-i5-1235u-classic-black-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 12th (Intel),Display Size (Inch) - 15.6
MSI Modern 14 C12M Intel Core i3 1215U 14 Inch FHD IPS 60Hz Display Classic Black Laptop #C12M-012BD BB31215U8GXXDX11EM,https://www.ryanscomputers.com/msi-modern-14-c12m-intel-core-i3-1215u-14-inch-fhd-ips-60hz-display-classic-black-laptop,Processor Type. - Core i3,RAM - 8GB,Generation - 12th (Intel),Display Size (Inch) - 14
Lenovo IdeaPad FLEX 5i 14ITL Intel Core i7 1165G7 14 Inch FHD IPS Display Graphite Grey Laptop #82HS0131IN-3Y,https://www.ryanscomputers.com/lenovo-ideapad-flex-5i-14itl-14-inch-graphite-grey-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 14
Dell Latitude 14-3420 Intel Core i5 1135G7 14 Inch HD Display Black Laptop,https://www.ryanscomputers.com/dell-latitude-14-3420-14-inch-hd-display-black-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 14
Dell Latitude 14-3420 Intel Core i7 1165G7 8GB RAM 14 Inch FHD Display Black Laptop,https://www.ryanscomputers.com/dell-latitude-14-3420-intel-core-i7-1165g7-8gb-ram-14-inch-fhd-display-black-laptop,Processor Type. - Core i7,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 14
Acer TravelMate TMB311-31-C3CD Intel CDC N4020 11.6 Inch HD Display Shale Black Laptop #NX.VNFSI.009,https://www.ryanscomputers.com/acer-travelmate-tmb311-31-c3cd-intel-cdc-n4020-11.6-inch-hd-display-shale-black-laptop,Processor Type. - Intel Celeron,RAM - 4GB,Generation - Not Applicable,Display Size (Inch) - 11.6
Lenovo IdeaPad Flex 5 14ALC05 AMD Ryzen 7 5700U 14 Inch FHD IPS Display Graphite Grey #82HU00WFIN-2Y,https://www.ryanscomputers.com/lenovo-ideapad-flex-5-14alc05-14-inch-graphite-grey,Processor Type. - Ryzen 7,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 14
Dell Inspiron 15 5510 Intel Core i7 11390H 15.6 Inch FHD Display Platinum Silver Laptop #CYBORGN515TGL22014110C-2Y,https://www.ryanscomputers.com/dell-inspiron-15-5510-intel-core-i7-11390h-platinum-silver-laptop,Processor Type. - Core i7,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Dell Vostro 15 3510 Intel Core i5 1135G7 15.6 Inch FHD Display Grey Laptop #WARLOCKV15TGL22058064-3Y,https://www.ryanscomputers.com/dell-vostro-15-3510-15.6-inch-grey-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Dell Vostro 15 3510 Intel Core i7 1165G7 15.6 Inch FHD Display Grey Laptop #WARLOCKV15TGL22058070-3Y,https://www.ryanscomputers.com/dell-vostro-15-3510-intel-core-i7-1165g7-15.6-inch-grey-laptop,Processor Type. - Core i7,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Acer TravelMate P214-53-59FP Intel Core i5 1135G7 14 Inch FHD Display Shale Black Laptop #NX.VPLSI.00Y,https://www.ryanscomputers.com/acer-travelmate-p214-53-59fp-14-inch-shale-black-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 14
Acer TravelMate P214-53-544R Intel Core i5 1135G7 14 Inch FHD Display Shale Black Laptop #NX.VPLSI.010,https://www.ryanscomputers.com/acer-travelmate-p214-53-544r-14-inch-shale-black-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 14
Dell Latitude 14-3420 Intel Core i3 1115G4 14 Inch HD Display Black Laptop,https://www.ryanscomputers.com/dell-latitude-14-3420-intel-core-i3-1115g4-black-laptop,Processor Type. - Core i3,RAM - 4GB,Generation - 11th (Intel),Display Size (Inch) - 14
Asus VivoBook 15 K513EQ Intel Core i7 1165G7 15.6 Inch FHD OLED Display Hearty Gold Laptop #L1598W-K513EQ,https://www.ryanscomputers.com/asus-vivobook-15-k513eq-intel-core-i7-1165g7-15.6-inch-fhd-oled-display-hearty-gold-laptop,Processor Type. - Core i7,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus X515EP Intel Core i5 1135G7 15.6 Inch FHD WV Display Peacock Blue Laptop #BQ414W-X515EP,https://www.ryanscomputers.com/asus-x515ep-intel-core-i5-1135g7-15.6-inch-peacock-blue-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus ROG Strix G15 G513RM AMD Ryzen 7 6800H 15.6 Inch FHD Display Volt Green Gaming Laptop #HF281W-G513RM,https://www.ryanscomputers.com/asus-rog-strix-g15-g513rm-amd-ryzen-7-6800h-volt-green-gaming-laptop,Processor Type. - Ryzen 7,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 15.6
HP ProBook 440 G8 Intel Core i7 1165G7 14 Inch FHD Display Silver Laptop #61G06AV-3Y,https://www.ryanscomputers.com/hp-probook-440-g8-intel-core-i7-1165g7-14-inch-silver-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 14
HP ProBook 450 G8 Intel Core i5 1135G7 15.6 Inch FHD Display Silver Laptop #61W28AV-3Y,https://www.ryanscomputers.com/hp-probook-450-g8-intel-core-i5-1135g7-15.6-inch-silver-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
HP ProBook 450 G8 Intel Core i7 1165G7 15.6 Inch FHD Display Silver Laptop #61W31AV-3Y,https://www.ryanscomputers.com/hp-probook-450-g8-intel-core-i7-1165g7-15.6-inch-silver-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Microsoft Surface Laptop Studio Intel Core i7 11370H 14.4 Inch Pixelsense Flow Multi Touch Display Platinum Surface Laptop (A1Y-00001),https://www.ryanscomputers.com/microsoft-surface-laptop-studio-intel-core-i7-11370h-platinum-surface-laptop-a1y-00001,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 14.4
Lenovo Yoga Slim 7i Pro 14ITL Intel Core i7 11370H 14 Inch 2.8K OLED WQHD Display Slate Grey Laptop #82NH0076IN-3Y,https://www.ryanscomputers.com/lenovo-yoga-slim-7i-pro-14itl-intel-core-i7-11370h-slate-grey-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 14
Lenovo ThinkPad X1 Carbon Gen 9 Intel Core i7 1165G7 14 Inch WUXGA IPS Anti-Glare Display Black Laptop #20XXS89Y00,https://www.ryanscomputers.com/lenovo-thinkpad-x1-carbon-gen-9-intel-core-i7-1165g7-black-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 14
Lenovo ThinkPad E15 Gen 2 Intel Core i5 1135G7 15.6 Inch FHD Display Black Laptop #20TES23D00,https://www.ryanscomputers.com/lenovo-thinkpad-e15-intel-core-i5-1135g7-15.6-inch-fhd-display-black-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Lenovo V14 Intel Core i3 1115G4 14 Inch FHD TN Display Black Laptop #82KA00E6IN,https://www.ryanscomputers.com/lenovo-v14-intel-core-i3-1115g4-14-inch-fhd-tn-display-black-laptop,Processor Type. - Core i3,RAM - 4GB,Generation - 11th (Intel),Display Size (Inch) - 14
Asus VivoBook 15 M513UA AMD Ryzen 7 5700U 15.6 Inch FHD WV Display Indie Black Laptop #BQ648W-M513UA,https://www.ryanscomputers.com/asus-vivobook-15-m513ua-amd-ryzen-7-5700u-15.6-inch-fhd-wv-display-indie-black-laptop,Processor Type. - Ryzen 7,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15.6
Microsoft Surface Laptop 4 Intel Core i7 1185G7 13.5 Inch Pixelsense Multi Touch Display Ice Blue Alcantara Surface Laptop #5EB-00081,https://www.ryanscomputers.com/microsoft-surface-laptop-4-intel-core-i7-1185g7-ice-blue-alcantara-surface-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 13.5
Apple MacBook Pro (Late 2021) Apple M1 Max Chip 16.2 Inch Liquid Retina XDR Display Space Gray Laptop #Z14V0016X,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-max-chip-16.2-inch-liquid-retina-xdr-display-space-gray-laptop,Processor Type. - Apple M1,RAM - 32GB,Generation - Not Applicable,Display Size (Inch) - 16.2
Microsoft Surface Laptop 4 Intel Core i7 1185G7 13.5 Inch Pixelsense Multi Touch Display Platinum Alcantara Surface Laptop #5EB-00085,https://www.ryanscomputers.com/microsoft-surface-laptop-4-intel-core-i7-1185g7-platinum-alcantara-surface-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 13.5
Microsoft Surface Laptop 4 Intel Core i7 1185G7 13.5 Inch Pixelsense Multi Touch Display Sandstone Metal Surface Laptop #5EB-00089,https://www.ryanscomputers.com/microsoft-surface-laptop-4-intel-core-i7-1185g7-sandstone-metal-surface-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 13.5
HP ZBook Firefly 15 G8 Intel Core i7 1165G7 15.6 Inch FHD AntiGlare Display Silver Mobile Workstation Laptop #1G3U1AV-CORP,https://www.ryanscomputers.com/hp-zbook-firefly-15-g8-intel-core-i7-1165g7-silver-mobile-workstation-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Apple MacBook Pro (Late 2021) Apple M1 Max Chip 16.2 Inch Liquid Retina XDR Display Space Gray Laptop #Z14V0016S,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-max-chip-space-gray-laptop,Processor Type. - Apple M1,RAM - 64GB,Generation - Not Applicable,Display Size (Inch) - 16.2
,,,,,
Lenovo ThinkPad T14 Gen 2 Intel Core i7 1165G7 14 Inch FHD Anti-Glare Display Black Laptop #20W1S86F00-3Y,https://www.ryanscomputers.com/lenovo-thinkpad-t14-gen-2-intel-core-i7-1165g7-14-inch-fhd-anti-glare-display-black-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 14
Lenovo ThinkBook 14 G2 ITL Intel Core i7 1165G7 14 Inch FHD Display Mineral Grey Laptop #20VD01ALIN-3Y,https://www.ryanscomputers.com/lenovo-thinkbook-14-g2-itl-intel-core-i7-1165g7-mineral-grey-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 14
Dell Inspiron 15 3511 11th Gen Intel Core i5 1135G7 15.6 Inch FHD Display Platinum Silver Laptop,https://www.ryanscomputers.com/dell-inspiron-15-3511-intel-core-i5-1135g7-15.6-inch-fhd-display-platinum-silver-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Dell Inspiron 15 3501 Intel Core i3 1115G4 15.6 Inch FHD Display Blue Laptop,https://www.ryanscomputers.com/dell-inspiron-15-3501-intel-core-i3-1115g4-blue-laptop,Processor Type. - Core i3,RAM - 4GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Dell Inspiron 15 3501 11th Gen Intel Core i3 1115G4 15.6 Inch FHD Display White Laptop,https://www.ryanscomputers.com/dell-inspiron-15-3501-11th-gen-intel-core-i3-1115g4-15.6-inch-fhd-display-white-laptop,Processor Type. - Core i3,RAM - 4GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
HP 14s-dq5345TU Intel Core i3 1215U 14 Inch FHD Display Silver Laptop #681P0PA-2Y,https://www.ryanscomputers.com/hp-14s-dq5345tu-intel-core-i3-1215u-14-inch-fhd-display-silver-laptop,Processor Type. - Core i3,RAM - 8GB,Generation - 12th (Intel),Display Size (Inch) - 14
